FIRMDUM1,FIRMDUM2,FIRMDUM3,FIRMDUM4,FIRMDUM5,FIRMDUM6,FIRMDUM7,InFreqGT1Deg,InCloseGT1Deg,RCP1,RCP2,RCP3,RWD1,RWD2,RWD3,RWD4,KTF1,KTF2,KTF3,KTF4,KTF5,KTF6,TNR,CMPTNR,JOBTNR,SEX,AGE,RCP,RWD,KTF,OutGT1OutExpAvg,Centrality
0,0,0,1,0,0,0,36.1702117919922,95.7446823120117,4,4,4,1,1,1,1,3,1,1,6,7,7,87,51,51,1,32,4,1,4.166666666666667,4.666666667,65.95744705200195
0,0,0,1,0,0,0,40.4255332946777,91.4893646240234,7,7,7,5,6,6,6,6,6,7,7,7,7,50,8,50,1,33,7,5.75,6.666666666666667,3.928571429,65.95744895935054
0,0,0,1,0,0,0,38.2978706359863,95.7446823120117,6,6,6,6,4,5,5,5,5,5,6,7,6,107,107,107,1,35,6,5,5.666666666666667,4.9,67.021276473999
0,0,0,1,0,0,0,44.680850982666,91.4893646240234,5,5,5,4,4,4,4,3,3,6,6,6,5,146,20,146,1,37,5,4,4.833333333333333,3.446808511,68.0851078033447
0,0,0,1,0,0,0,51.0638313293457,85.1063842773437,7,6,6,2,2,2,2,5,5,5,5,5,4,152,46,46,1,40,6.333333333333333,2,4.833333333333333,3.409090909,68.0851078033447
0,0,0,1,0,0,0,44.680850982666,93.6170196533203,7,6,6,1,1,3,1,2,4,6,7,7,7,74,24,21,1,29,6.333333333333333,1.5,5.5,3.266666667,69.14893531799315
0,0,0,1,0,0,0,48.9361686706543,100,6,6,6,2,2,2,2,4,5,6,6,6,5,62,24,24,1,30,6,2,5.333333333333333,4.095238095,74.46808433532715
0,0,0,1,0,0,0,51.0638313293457,97.8723373413086,6,5,5,5,6,6,6,4,5,6,6,7,6,144,144,72,1,38,5.333333333333333,5.75,5.666666666666667,4.5,74.46808433532715
0,0,0,1,0,0,0,31.9148941040039,72.3404235839844,7,7,7,2,3,4,4,2,5,6,6,6,6,84,3,3,1,30,7,3.25,5.166666666666667,4.222222222,52.127658843994155
0,0,0,1,0,0,0,44.680850982666,80.8510665893555,7,7,7,6,6,6,6,6,6,6,6,6,6,42,42,42,1,32,7,6,6,4.666666667,62.76595878601075
0,0,0,1,0,0,0,40.4255332946777,93.6170196533203,4,5,5,3,3,4,3,2,2,5,6,6,5,6,6,6,1,25,4.666666666666667,3.25,4.333333333333333,3.409090909,67.021276473999
0,0,0,0,1,0,0,78.260871887207,100,7,6,6,4,4,4,4,3,4,6,6,6,6,56,56,56,1,31,6.333333333333333,4,5.166666666666667,2.086956522,89.1304359436035
0,0,0,0,1,0,0,56.5217399597168,95.6521759033203,7,7,7,5,3,3,4,3,5,5,6,7,7,9,9,9,1,27,7,3.75,5.5,5,76.08695793151855
0,0,0,0,1,0,0,91.3043441772461,95.6521759033203,6,7,7,4,4,5,5,6,7,7,7,7,7,144,108,108,1,40,6.666666666666667,4.5,6.833333333333333,3.869565217,93.4782600402832
0,0,0,0,1,0,0,78.260871887207,100,6,6,5,6,1,2,5,1,6,5,3,4,NA,63,63,54,1,31,5.666666666666667,3.5,3.8,2.565217391,89.1304359436035
0,0,0,0,1,0,0,65.2173919677734,100,7,7,7,4,4,5,4,3,5,6,6,6,6,110,43,43,1,34,7,4.25,5.333333333333333,2.777777778,82.60869598388669
0,0,0,0,1,0,0,65.2173919677734,100,7,6,7,4,3,5,2,6,4,6,6,7,7,122,35,122,1,39,6.666666666666667,3.5,6,2.913043478,82.60869598388669
0,0,0,0,1,0,0,82.6086959838867,100,7,6,6,3,3,4,3,1,5,6,6,7,6,74,74,50,1,30,6.333333333333333,3.25,5.166666666666667,4.611111111,91.30434799194336
0,0,0,0,1,0,0,65.2173919677734,100,7,7,7,3,4,4,3,6,6,7,7,7,7,123,48,108,1,36,7,3.5,6.666666666666667,3,82.60869598388669
0,0,0,0,1,0,0,73.9130401611328,100,7,6,6,4,4,4,3,2,4,5,5,5,4,72,29,29,1,33,6.333333333333333,3.75,4.166666666666667,3.666666667,86.9565200805664
0,0,0,0,1,0,0,78.260871887207,100,5,6,5,5,3,6,6,6,6,6,7,7,5,48,20,13,1,29,5.333333333333333,5,6.166666666666667,3.785714286,89.1304359436035
0,0,0,0,1,0,0,73.9130401611328,100,7,7,7,4,5,4,3,3,4,6,7,7,7,72,5,4,1,31,7,4,5.666666666666667,2.705882353,86.9565200805664
0,0,0,0,1,0,0,73.9130401611328,100,6,4,5,6,5,5,5,4,6,5,6,6,4,54,6,54,1,32,5,5.25,5.166666666666667,2.52173913,86.9565200805664
0,0,0,0,1,0,0,82.6086959838867,100,5,6,5,6,6,5,5,2,2,3,3,5,5,122,18,18,1,35,5.333333333333333,5.5,3.3333333333333335,3.173913043,91.30434799194336
0,0,0,0,1,0,0,65.2173919677734,100,6,6,6,2,4,4,4,4,4,5,5,5,5,78,3,3,1,32,6,3.5,4.666666666666667,4.3,82.60869598388669
0,0,0,0,1,0,0,73.9130401611328,95.6521759033203,7,7,7,2,1,4,2,4,3,6,6,6,4,72,22,12,1,34,7,2.25,4.833333333333333,4.6,84.78260803222655
0,0,0,0,1,0,0,69.5652160644531,100,6,6,6,3,3,4,3,4,5,6,6,7,6,86,29,29,1,31,6,3.25,5.666666666666667,2.956521739,84.78260803222655
0,0,0,0,1,0,0,73.9130401611328,100,7,7,7,6,1,2,2,6,6,7,7,7,6,132,4,132,1,37,7,2.75,6.5,2.695652174,86.9565200805664
0,0,0,0,1,0,0,78.260871887207,95.6521759033203,6,6,6,2,4,6,2,5,6,6,6,6,6,132,29,29,1,37,6,3.5,5.833333333333333,3.608695652,86.95652389526364
0,0,0,0,1,0,0,65.2173919677734,100,7,7,7,4,4,4,4,5,5,5,5,5,5,67,3,3,1,30,7,4,5,4.636363636,82.60869598388669
0,0,0,0,1,0,0,73.9130401611328,95.6521759033203,7,7,7,1,1,5,6,2,7,7,7,7,7,156,18,156,1,38,7,3.25,6.166666666666667,4,84.78260803222655
0,0,0,0,1,0,0,78.260871887207,100,5,6,6,5,5,6,6,5,6,6,7,7,5,38,38,36,1,31,5.666666666666667,5.5,6,2.913043478,89.1304359436035
0,0,0,0,1,0,0,73.9130401611328,95.6521759033203,7,7,6,6,5,4,4,6,5,6,6,6,5,87,21,21,1,31,6.666666666666667,4.75,5.666666666666667,3.307692308,84.78260803222655
0,0,0,0,1,0,0,65.2173919677734,100,7,7,7,2,2,7,4,5,7,7,7,7,7,156,42,42,1,39,7,3.75,6.666666666666667,4.666666667,82.60869598388669
0,0,0,0,1,0,0,56.5217399597168,100,6,6,6,4,4,4,4,3,3,5,5,6,6,45,5,45,1,32,6,4,4.666666666666667,2.590909091,78.2608699798584
0,0,0,0,0,1,0,53.0612258911133,79.5918350219727,7,7,7,2,NA,NA,NA,3,1,7,7,5,5,20,20,8,2,22,7,2,4.666666666666667,4.666666667,66.326530456543
0,0,0,0,0,1,0,36.7346954345703,53.0612258911133,6,6,7,2,3,3,2,2,2,5,4,7,6,130,39,10,1,35,6.333333333333333,2.5,4.333333333333333,4.307692308,44.8979606628418
0,0,0,0,0,1,0,44.8979606628418,77.5510177612305,5,5,4,2,2,4,3,1,2,4,6,5,NA,96,76,76,1,33,4.666666666666667,2.75,3.6,3.388888889,61.22448921203615
0,0,0,0,0,1,0,44.8979606628418,75.5102005004883,4,7,7,3,5,5,5,5,6,6,6,6,6,192,192,120,1,42,6,4.5,5.833333333333333,3.75,60.204080581665046
0,0,0,0,0,1,0,8.16326522827148,18.3673477172852,7,7,7,5,5,5,5,4,3,3,4,6,4,120,1,102,1,35,7,5,4,4,13.26530647277834
0,0,0,0,0,1,0,44.8979606628418,69.3877563476563,6,6,6,4,5,6,5,2,2,5,5,5,4,60,50,50,1,33,6,5,3.8333333333333335,4,57.14285850524905
0,0,0,0,0,1,0,42.8571434020996,71.4285736083984,6,6,6,2,2,3,5,2,3,5,6,6,5,81,81,48,1,32,6,3,4.5,3.321428571,57.142858505248995
0,0,0,0,0,1,0,38.7755088806152,65.3061218261719,6,6,6,3,5,5,5,4,5,6,7,7,7,58,64,30,1,36,6,4.5,6,4.272727273,52.040815353393555
0,0,0,0,0,1,0,46.9387741088867,75.5102005004883,7,7,7,1,1,1,1,3,2,6,6,6,5,145,136,50,1,34,7,1,4.666666666666667,3.41025641,61.2244873046875
0,0,0,0,0,1,0,48.9795913696289,69.3877563476563,7,7,7,3,5,5,2,2,3,7,7,7,7,144,144,144,1,38,7,3.75,5.5,4.333333333,59.18367385864261
0,0,0,0,0,1,0,44.8979606628418,73.4693908691406,6,6,6,1,1,4,4,6,5,6,6,6,6,103,79,79,1,36,6,2.5,5.833333333333333,4,59.1836757659912
0,0,0,0,0,1,0,44.8979606628418,69.3877563476563,5,6,7,2,3,3,3,4,3,6,6,7,6,123,123,123,1,36,6,2.75,5.333333333333333,4.324324324,57.14285850524905
0,0,0,0,0,1,0,10.2040815353394,20.4081630706787,7,7,7,5,6,6,6,4,5,6,6,6,6,108,2,108,1,33,7,5.75,5.5,3.444444444,15.306122303009051
0,0,0,0,0,1,0,32.6530609130859,53.0612258911133,7,7,7,1,1,4,1,3,6,6,6,6,6,98,29,26,1,32,7,1.75,5.5,4.8,42.8571434020996
0,0,0,0,0,1,0,38.7755088806152,59.1836738586426,5,5,4,2,1,4,3,2,2,4,5,6,4,90,53,53,1,32,4.666666666666667,2.5,3.8333333333333335,3.210526316,48.9795913696289
0,0,0,0,0,1,0,38.7755088806152,79.5918350219727,5,6,3,2,2,2,2,2,2,6,5,6,4,74,74,10,1,33,4.666666666666667,2,4.166666666666667,2.051282051,59.183671951293945
0,0,0,0,0,1,0,44.8979606628418,69.3877563476563,6,6,6,1,2,2,3,2,5,7,7,7,6,51,51,NA,NA,NA,6,2,5.666666666666667,4.083333333,57.14285850524905
0,0,0,0,0,1,0,42.8571434020996,75.5102005004883,7,7,4,2,3,4,4,4,4,6,6,6,6,156,156,62,1,37,6,3.25,5.333333333333333,3.464285714,59.183671951293945
0,0,0,0,0,1,0,24.4897956848145,44.8979606628418,7,7,7,4,5,5,3,1,1,6,6,6,1,109,73,72,2,31,7,4.25,3.5,4.7,34.693878173828146
0,0,0,0,0,1,0,57.1428565979004,77.5510177612305,5,6,6,3,3,4,4,3,4,4,4,4,5,204,204,161,1,41,5.666666666666667,3.5,4,2.975609756,67.34693717956544
0,0,0,0,0,1,0,57.1428565979004,81.6326522827148,2,4,2,1,4,6,1,5,2,7,7,7,2,124,124,47,1,35,2.6666666666666665,3,5,4,69.3877544403076
0,0,0,0,0,1,0,16.326530456543,32.6530609130859,5,5,5,2,1,1,1,1,1,1,1,1,1,2,2,2,2,23,5,1.25,1,3.1875,24.489795684814453
0,0,0,0,0,1,0,40.8163261413574,63.2653045654297,7,7,7,2,2,2,2,2,2,4,5,6,6,48,48,NA,NA,NA,7,2,4.166666666666667,4.928571429,52.040815353393555
0,0,0,0,0,1,0,63.2653045654297,77.5510177612305,7,7,7,3,4,4,3,3,3,6,6,7,5,156,144,26,1,40,7,3.5,5,3.065217391,70.4081611633301
0,0,0,0,0,1,0,42.8571434020996,73.4693908691406,6,7,6,1,4,5,1,5,1,7,7,7,5,108,72,72,1,35,6.333333333333333,2.75,5.333333333333333,2.5,58.1632671356201
0,0,0,0,0,1,0,10.2040815353394,18.3673477172852,6,7,6,2,2,2,2,4,3,4,3,5,5,73,1,1,2,30,6.333333333333333,2,4,5,14.285714626312298
0,0,0,0,0,1,0,42.8571434020996,69.3877563476563,6,6,5,3,2,5,3,4,3,6,6,5,4,146,137,50,1,38,5.666666666666667,3.25,4.666666666666667,3.375,56.12244987487796
0,0,0,0,0,1,0,40.8163261413574,65.3061218261719,4,5,6,2,2,3,3,4,3,5,5,6,4,161,161,51,1,39,5,2.5,4.5,4.571428571,53.06122398376465
0,0,0,0,0,1,0,42.8571434020996,69.3877563476563,6,6,6,4,2,6,5,4,4,6,6,6,5,84,78,78,1,33,6,4.25,5.166666666666667,3.5,56.12244987487796
0,0,0,0,0,1,0,38.7755088806152,63.2653045654297,6,7,7,2,4,5,3,3,5,6,5,5,5,82,75,60,1,32,6.666666666666667,3.5,4.833333333333333,4.2,51.02040672302245
0,0,0,0,0,1,0,38.7755088806152,63.2653045654297,5,5,5,4,3,3,3,2,1,2,3,7,7,62,62,8,1,33,5,3.25,3.6666666666666665,3.461538462,51.02040672302245
0,0,0,0,0,1,0,61.2244911193848,81.6326522827148,5,5,5,4,4,6,5,3,4,5,4,5,5,152,152,29,1,39,5,4.75,4.333333333333333,3.5625,71.4285717010498
0,0,0,0,0,1,0,36.7346954345703,67.3469390869141,7,7,7,4,4,4,4,5,5,5,5,7,6,65,40,28,1,31,7,4,5.5,4.8,52.0408172607422
0,0,0,0,0,1,0,44.8979606628418,67.3469390869141,7,7,7,1,4,4,4,4,4,7,7,7,7,84,72,36,1,32,7,3.25,6,3.65,56.12244987487795
0,0,0,0,0,1,0,59.1836738586426,85.7142868041992,7,7,7,1,1,2,1,1,1,7,7,7,7,134,134,84,1,36,7,1.25,5,2.357142857,72.4489803314209
0,0,0,0,0,1,0,8.16326522827148,16.326530456543,7,7,7,4,4,4,4,4,3,7,7,7,7,60,1,66,1,31,7,4,5.833333333333333,4,12.24489784240724
0,0,0,0,0,1,0,42.8571434020996,75.5102005004883,7,7,7,1,1,2,2,2,2,6,6,7,5,156,156,72,2,33,7,1.5,4.666666666666667,3.454545455,59.183671951293945
0,0,0,0,0,1,0,46.9387741088867,75.5102005004883,6,7,7,4,5,5,3,2,3,6,6,6,5,112,112,3,1,38,6.666666666666667,4.25,4.666666666666667,3.25,61.2244873046875
0,0,0,0,0,1,0,48.9795913696289,67.3469390869141,7,6,6,2,1,6,1,5,4,7,7,7,5,130,130,3,1,35,6.333333333333333,2.5,5.833333333333333,4.235294118,58.1632652282715
0,0,0,0,0,1,0,36.7346954345703,55.1020393371582,5,6,5,3,3,5,4,3,5,6,6,6,6,78,78,78,1,32,5.333333333333333,3.75,5.333333333333333,3.8,45.91836738586425
0,0,0,0,0,1,0,48.9795913696289,75.5102005004883,7,7,7,4,4,4,4,6,4,6,6,6,6,186,186,120,1,44,7,4,5.666666666666667,3.615384615,62.244895935058594
0,0,0,0,0,1,0,46.9387741088867,67.3469390869141,6,6,6,3,4,5,2,1,2,4,5,5,3,156,156,156,1,42,6,3.5,3.3333333333333335,1.7,57.142856597900405
0,0,0,0,0,1,0,44.8979606628418,75.5102005004883,7,7,7,1,1,5,1,2,2,6,6,7,6,80,74,NA,NA,NA,7,2,4.833333333333333,3.176470588,60.204080581665046
0,0,0,0,0,1,0,36.7346954345703,67.3469390869141,6,6,6,2,2,2,2,5,4,6,6,6,6,92,80,80,1,33,6,2,5.5,3.421052632,52.0408172607422
0,0,0,0,0,1,0,40.8163261413574,71.4285736083984,5,4,5,3,3,4,4,3,4,5,4,5,4,72,72,72,1,32,4.666666666666667,3.5,4.166666666666667,3.052631579,56.1224498748779
0,0,0,0,0,1,0,63.2653045654297,87.7551040649414,7,7,7,4,4,5,4,4,4,6,5,7,6,155,137,202,1,39,7,4.25,5.333333333333333,2.957446809,75.51020431518555
0,0,0,0,0,1,0,42.8571434020996,75.5102005004883,7,7,7,1,1,2,1,2,1,7,7,7,7,137,137,80,2,34,7,1.25,5.166666666666667,4.428571429,59.183671951293945
0,0,0,0,0,1,0,34.6938781738281,77.5510177612305,6,6,5,3,3,5,5,3,2,6,6,6,4,68,68,21,1,31,5.666666666666667,4,4.5,4.05,56.1224479675293
0,0,0,0,0,0,1,47.2527465820313,95.6043930053711,4,4,4,1,2,3,1,4,4,5,5,6,4,50,19,17,1,30,4,1.75,4.666666666666667,1.488888889,71.4285697937012
0,0,0,0,0,0,1,70.3296737670898,94.5054931640625,6,6,6,5,4,4,4,4,4,5,4,4,5,57,33,1,1,30,6,4.25,4.333333333333333,3.3,82.41758346557614
0,0,0,0,0,0,1,40.6593399047852,84.6153869628906,3,4,4,3,3,4,4,3,3,5,5,5,4,26,26,26,1,31,3.6666666666666665,3.5,4.166666666666667,3.916666667,62.6373634338379
0,0,0,0,0,0,1,38.461540222168,72.527473449707,7,7,7,4,4,4,4,4,5,6,6,7,5,49,7,7,1,32,7,4,5.5,3.197802198,55.4945068359375
0,0,0,0,0,0,1,54.9450531005859,83.516487121582,6,6,6,6,5,5,5,4,5,6,6,6,6,18,18,18,1,31,6,5.25,5.5,4.040816327,69.23077011108396
0,0,0,0,0,0,1,41.758243560791,84.6153869628906,7,7,7,2,2,2,2,6,6,7,7,7,7,50,26,26,1,30,7,2,6.666666666666667,2.266666667,63.1868152618408
0,0,0,0,0,0,1,36.2637367248535,72.527473449707,7,7,7,6,6,6,6,3,5,6,6,7,5,12,8,5,1,29,7,6,5.333333333333333,4.25,54.39560508728025
0,0,0,0,0,0,1,67.0329666137695,93.4065933227539,7,7,7,5,7,6,6,6,7,7,6,7,7,66,36,36,1,37,7,6,6.666666666666667,4.208791209,80.2197799682617
0,0,0,0,0,0,1,35.1648368835449,73.6263732910156,6,6,6,2,5,6,2,2,3,6,3,6,6,19,19,19,1,29,6,3.75,4.333333333333333,3.5,54.395605087280245
0,0,0,0,0,0,1,51.6483497619629,82.4175796508789,7,7,7,5,3,4,4,6,7,7,7,7,7,44,20,20,1,31,7,4,6.833333333333333,4.333333333,67.0329647064209
0,0,0,0,0,0,1,42.8571434020996,81.3186798095703,7,7,7,7,7,7,7,4,7,7,7,4,5,18,18,14,1,28,7,7,5.666666666666667,4.238095238,62.08791160583495
0,0,0,0,0,0,1,47.2527465820313,82.4175796508789,5,4,5,4,4,3,4,3,4,6,6,7,5,13,13,10,1,29,4.666666666666667,3.75,5.166666666666667,3.608695652,64.8351631164551
0,0,0,0,0,0,1,36.2637367248535,70.3296737670898,7,7,7,4,5,5,5,4,4,7,7,7,7,8,8,NA,2,27,7,4.75,6,4.25,53.29670524597165
0,0,0,0,0,0,1,49.4505500793457,74.7252731323242,7,7,7,1,2,2,1,2,5,7,7,7,6,14,14,8,1,29,7,1.5,5.666666666666667,4.119402985,62.087911605834954
0,0,0,0,0,0,1,39.5604400634766,74.7252731323242,6,7,7,6,3,6,3,4,6,7,7,7,6,26,26,26,1,28,6.666666666666667,4.5,6.166666666666667,1.411764706,57.142856597900405
0,0,0,0,0,0,1,45.0549468994141,81.3186798095703,7,7,7,2,2,1,1,1,2,7,5,7,7,28,28,28,2,27,7,1.5,4.833333333333333,4.5,63.1868133544922
0,0,0,0,0,0,1,74.7252731323242,92.3076934814453,6,7,7,3,3,5,5,2,5,5,5,5,6,85,29,29,1,35,6.666666666666667,4,4.666666666666667,3.011363636,83.51648330688475
0,0,0,0,0,0,1,40.6593399047852,67.0329666137695,6,6,6,3,3,3,2,4,7,7,7,7,7,134,6,108,1,36,6,2.75,6.5,4.818181818,53.84615325927735
0,0,0,0,0,0,1,39.5604400634766,73.6263732910156,7,7,7,4,4,4,7,1,1,3,3,5,5,7,7,5,2,27,7,4.75,3,3.461538462,56.593406677246094
0,0,0,0,0,0,1,51.6483497619629,69.2307662963867,7,7,7,4,5,6,4,4,3,7,7,7,6,26,14,14,1,29,7,4.75,5.666666666666667,2.878787879,60.439558029174805
0,0,0,0,0,0,1,75.8241729736328,93.4065933227539,7,7,7,4,4,4,4,4,6,6,6,6,6,111,111,36,1,35,7,4,5.666666666666667,3.611940299,84.61538314819336
0,0,0,0,0,0,1,49.4505500793457,78.0219802856445,7,7,7,1,1,4,1,1,7,7,7,7,7,48,8,5,1,33,7,1.75,6,3.424242424,63.7362651824951
0,0,0,0,0,0,1,90.1098937988281,100,6,6,6,4,4,5,4,3,4,6,6,7,6,44,26,26,1,28,6,4.25,5.333333333333333,3.088235294,95.05494689941405
0,0,0,0,0,0,1,39.5604400634766,76.9230804443359,6,6,6,4,4,5,4,4,5,5,5,6,6,38,14,11,1,28,6,4.25,5.166666666666667,3.013157895,58.24176025390625
0,0,0,0,0,0,1,59.3406600952148,82.4175796508789,6,7,6,5,5,6,6,3,4,6,6,6,6,38,8,1,1,35,6.333333333333333,5.5,5.166666666666667,3.682539683,70.87911987304685
0,0,0,0,0,0,1,40.6593399047852,63.7362632751465,4,4,4,3,2,3,3,3,2,5,5,5,5,82,6,6,1,33,4,2.75,4.166666666666667,1.85,52.19780158996585
0,0,0,0,0,0,1,31.8681316375732,69.2307662963867,7,7,7,2,2,3,2,3,4,3,5,6,6,7,7,6,2,27,7,2.25,4.5,3.2375,50.54944896697995
0,0,0,0,0,0,1,47.2527465820313,78.0219802856445,7,7,7,4,3,4,4,3,6,6,6,7,6,14,14,11,1,29,7,3.75,5.666666666666667,2.375,62.637363433837905
0,0,0,0,0,0,1,25.2747249603271,64.8351669311523,7,7,6,4,5,4,4,3,4,5,4,4,3,7,7,7,1,30,6.666666666666667,4.25,3.8333333333333335,1.888888889,45.0549459457397
0,0,0,0,0,0,1,64.8351669311523,97.8022003173828,6,6,6,3,3,4,3,4,4,6,6,6,6,27,27,27,1,27,6,3.25,5.333333333333333,3.769230769,81.31868362426755
0,0,0,0,0,0,1,67.0329666137695,92.3076934814453,7,7,7,2,2,4,2,3,6,5,5,7,7,216,216,216,1,44,7,2.5,5.5,3.509090909,79.6703300476074
0,0,0,0,0,0,1,53.8461532592773,83.516487121582,7,7,7,3,3,4,3,4,5,5,6,6,6,34,34,34,1,32,7,3.25,5.333333333333333,2.846153846,68.68132019042966
0,0,0,0,0,0,1,67.0329666137695,82.4175796508789,7,7,7,2,4,4,5,2,4,5,5,6,6,14,14,12,1,27,7,3.75,4.666666666666667,3.142857143,74.7252731323242
0,0,0,0,0,0,1,47.2527465820313,74.7252731323242,7,7,7,3,3,4,6,4,5,7,7,7,7,74,6,74,1,36,7,4,6.166666666666667,2.555555556,60.98900985717775
0,0,0,0,0,0,1,38.461540222168,67.0329666137695,7,7,7,5,6,6,6,5,4,6,6,6,5,7,7,5,1,29,7,5.75,5.333333333333333,3.866666667,52.74725341796875
0,0,0,0,0,0,1,73.6263732910156,94.5054931640625,5,7,3,3,4,4,4,2,6,7,7,7,4,22,22,16,2,26,5,3.75,5.5,4.129032258,84.06593322753905
0,0,0,0,0,0,1,42.8571434020996,82.4175796508789,7,6,6,1,1,1,1,4,5,7,5,6,4,16,14,14,1,30,6.333333333333333,1,5.166666666666667,3.428571429,62.63736152648926
0,0,0,0,0,0,1,54.9450531005859,89.010986328125,7,7,7,6,5,4,6,3,3,7,7,7,6,29,21,21,1,31,7,5.25,5.5,2.772727273,71.97801971435545
0,0,0,0,0,0,1,50.5494499206543,92.3076934814453,7,7,7,5,5,7,5,7,6,7,7,7,7,22,22,22,1,32,7,5.5,6.833333333333333,3.373626374,71.4285717010498
0,0,0,0,0,0,1,57.1428565979004,90.1098937988281,7,7,6,3,2,2,3,6,4,6,7,6,7,98,98,7,1,37,6.666666666666667,2.5,6,1.7625,73.62637519836424
0,0,0,0,0,0,1,42.8571434020996,73.6263732910156,5,6,6,3,2,2,2,2,3,7,7,7,4,24,13,13,1,28,5.666666666666667,2.25,5,2.969230769,58.2417583465576
0,0,0,0,0,0,1,45.0549468994141,83.516487121582,7,7,7,6,6,5,5,5,6,7,7,7,6,14,14,14,1,29,7,5.5,6.333333333333333,3.428571429,64.28571701049805
0,0,0,0,0,0,1,35.1648368835449,76.9230804443359,7,7,7,4,4,4,4,4,4,3,3,5,3,14,14,14,1,28,7,4,3.6666666666666665,1.540983607,56.0439586639404
0,0,0,0,0,0,1,56.0439567565918,90.1098937988281,7,7,7,3,3,6,5,5,5,7,5,6,6,19,19,1,1,29,7,4.25,5.666666666666667,4.411764706,73.07692527770995
0,0,0,0,0,0,1,34.0659332275391,75.8241729736328,6,7,5,2,2,3,2,4,4,6,6,7,6,23,23,11,1,26,6,2.25,5.5,4.064516129,54.94505310058595
0,0,0,0,0,0,1,45.0549468994141,86.8131866455078,7,7,7,4,4,6,5,5,6,6,6,7,7,18,12,1,1,29,7,4.75,6.166666666666667,3.513888889,65.93406677246095
0,0,0,0,0,0,1,50.5494499206543,69.2307662963867,7,7,7,4,4,4,4,4,5,5,5,6,6,72,3,72,1,36,7,4,5.166666666666667,2.84057971,59.8901081085205
0,0,0,0,0,0,1,68.1318664550781,92.3076934814453,6,6,6,4,3,5,4,6,6,6,6,6,6,63,63,57,1,31,6,4,6,3.083333333,80.21977996826169
0,0,0,0,0,0,1,43.9560432434082,80.2197799682617,6,6,6,4,4,5,4,5,4,6,6,7,7,73,50,34,1,32,6,4.25,5.833333333333333,4.115384615,62.087911605834954
0,0,0,0,0,0,1,31.8681316375732,67.0329666137695,6,7,6,3,3,5,3,4,6,7,7,7,7,19,19,7,1,29,6.333333333333333,3.5,6.333333333333333,2.4,49.45054912567135
0,0,0,0,0,0,1,50.5494499206543,74.7252731323242,6,6,6,4,4,5,5,5,5,6,6,6,6,34,34,34,1,31,6,4.5,5.666666666666667,3.481481481,62.63736152648925
0,0,0,0,0,0,1,28.5714282989502,53.8461532592773,5,6,6,4,4,4,4,3,4,3,5,3,4,7,7,5,1,31,5.666666666666667,4,3.6666666666666665,2,41.20879077911375
0,0,0,0,0,0,1,35.1648368835449,68.1318664550781,7,7,7,6,5,6,7,5,7,7,6,7,7,10,8,8,2,25,7,6,6.5,5,51.648351669311495
0,0,0,0,0,0,1,50.5494499206543,78.0219802856445,6,6,6,6,5,5,3,4,4,7,7,7,5,14,14,14,1,27,6,4.75,5.666666666666667,3,64.2857151031494
0,0,0,0,0,0,1,41.758243560791,76.9230804443359,7,7,7,7,6,7,7,6,6,7,7,7,7,38,14,11,1,28,7,6.75,6.666666666666667,3.213483146,59.34066200256345
0,0,0,0,0,0,1,42.8571434020996,85.7142868041992,7,7,7,3,3,5,5,5,2,6,7,7,5,18,18,NA,1,29,7,4,5.333333333333333,5,64.2857151031494
0,0,0,0,0,0,1,40.6593399047852,83.516487121582,6,6,6,3,4,5,4,7,4,6,6,7,6,14,14,14,1,33,6,4,6,3.777777778,62.0879135131836
0,0,0,0,0,0,1,70.3296737670898,91.2087936401367,6,6,6,3,4,4,4,3,4,5,5,6,6,121,16,NA,1,35,6,3.75,4.833333333333333,3.6875,80.76923370361325
0,0,0,0,0,0,1,89.010986328125,94.5054931640625,6,6,6,5,5,6,6,6,6,7,7,7,6,24,24,24,2,22,6,5.5,6.5,2.978021978,91.75823974609375
0,0,0,0,0,0,1,51.6483497619629,90.1098937988281,6,7,6,2,2,2,2,4,7,7,7,7,7,26,26,26,1,31,6.333333333333333,2,6.5,3.02173913,70.8791217803955
0,0,0,0,0,0,1,72.527473449707,96.7033004760742,6,7,7,2,3,5,3,1,2,7,6,6,6,20,20,10,1,28,6.666666666666667,3.25,4.666666666666667,4.629213483,84.6153869628906
0,0,0,0,0,0,1,45.0549468994141,90.1098937988281,5,5,5,5,3,3,3,4,3,6,6,6,6,22,22,NA,2,26,5,3.5,5.166666666666667,3,67.5824203491211
0,0,0,0,0,0,1,45.0549468994141,72.527473449707,6,7,6,5,4,5,4,4,4,4,5,5,4,19,19,19,1,31,6.333333333333333,4.5,4.333333333333333,4,58.79121017456055
0,0,0,0,0,0,1,49.4505500793457,76.9230804443359,6,7,7,4,4,5,4,4,3,5,5,6,6,84,6,6,1,35,6.666666666666667,4.25,4.833333333333333,1.871428571,63.1868152618408
0,0,0,0,0,0,1,42.8571434020996,74.7252731323242,6,7,6,4,4,5,5,3,3,5,6,7,5,43,9,5,1,34,6.333333333333333,4.5,4.833333333333333,3.772727273,58.7912082672119
0,0,0,0,0,0,1,54.9450531005859,93.4065933227539,7,7,6,4,4,5,6,4,4,6,6,6,5,42,42,36,1,32,6.666666666666667,4.75,5.166666666666667,2.902439024,74.17582321166991
